WVLS(um),SZA,H(km)|(-m),Dif_Down,Dir_Down,TotalDown,Total_Up,Up/Down,,,,,,,,
4.55,0,1.72E+00,3.83E+00,,,,,,,,,,,,
4.555,0,1.73E+00,3.85E+00,,,,,,,,,,,,
4.56,0,1.59E+00,3.87E+00,,,,,,,,,,,,
4.565,0,1.60E+00,3.89E+00,,,,,,,,,,,,
4.57,0,1.45E+00,3.91E+00,,,,,,,,,,,,
4.575,0,1.45E+00,3.93E+00,,,,,,,,,,,,
4.58,0,1.29E+00,3.95E+00,,,,,,,,,,,,
4.585,0,1.31E+00,3.97E+00,,,,,,,,,,,,
4.59,0,1.19E+00,3.99E+00,,,,,,,,,,,,
4.595,0,1.21E+00,4.02E+00,,,,,,,,,,,,
4.6,0,1.12E+00,4.04E+00,,,,,,,,,,,,
4.605,0,1.14E+00,4.06E+00,,,,,,,,,,,,
4.61,0,1.10E+00,4.08E+00,,,,,,,,,,,,
4.615,0,1.11E+00,4.11E+00,,,,,,,,,,,,
4.62,0,1.06E+00,4.13E+00,,,,,,,,,,,,
4.625,0,1.10E+00,4.16E+00,,,,,,,,,,,,
4.63,0,1.13E+00,4.18E+00,,,,,,,,,,,,
4.635,0,1.11E+00,4.21E+00,,,,,,,,,,,,
4.64,0,1.13E+00,4.23E+00,,,,,,,,,,,,
4.645,0,1.14E+00,4.26E+00,,,,,,,,,,,,
4.65,0,1.15E+00,4.28E+00,,,,,,,,,,,,
4.655,0,1.15E+00,4.31E+00,,,,,,,,,,,,
4.66,0,1.19E+00,4.34E+00,,,,,,,,,,,,
4.665,0,1.20E+00,4.36E+00,,,,,,,,,,,,
4.67,0,1.21E+00,4.39E+00,,,,,,,,,,,,
4.675,0,1.24E+00,4.42E+00,,,,,,,,,,,,
4.68,0,1.25E+00,4.44E+00,,,,,,,,,,,,
4.685,0,1.28E+00,4.47E+00,,,,,,,,,,,,
4.69,0,1.29E+00,4.50E+00,,,,,,,,,,,,
4.695,0,1.36E+00,4.53E+00,,,,,,,,,,,,
4.7,0,1.37E+00,4.55E+00,,,,,,,,,,,,
4.705,0,1.38E+00,4.58E+00,,,,,,,,,,,,
4.71,0,1.40E+00,4.61E+00,,,,,,,,,,,,
4.715,0,1.42E+00,4.63E+00,,,,,,,,,,,,
4.72,0,1.47E+00,4.66E+00,,,,,,,,,,,,
4.725,0,1.48E+00,4.69E+00,,,,,,,,,,,,
4.73,0,1.51E+00,4.72E+00,,,,,,,,,,,,
4.735,0,1.52E+00,4.75E+00,,,,,,,,,,,,
4.74,0,1.59E+00,4.78E+00,,,,,,,,,,,,
4.745,0,1.60E+00,4.80E+00,,,,,,,,,,,,
4.75,0,1.61E+00,4.83E+00,,,,,,,,,,,,
4.755,0,1.66E+00,4.86E+00,,,,,,,,,,,,
4.76,0,1.68E+00,4.89E+00,,,,,,,,,,,,
4.765,0,1.76E+00,4.92E+00,,,,,,,,,,,,
4.77,0,1.78E+00,4.95E+00,,,,,,,,,,,,
4.775,0,1.87E+00,4.98E+00,,,,,,,,,,,,
4.78,0,1.88E+00,5.01E+00,,,,,,,,,,,,
4.785,0,1.94E+00,5.04E+00,,,,,,,,,,,,
4.79,0,1.95E+00,5.07E+00,,,,,,,,,,,,
4.795,0,1.96E+00,5.09E+00,,,,,,,,,,,,
4.8,0,2.05E+00,5.13E+00,,,,,,,,,,,,
4.805,0,2.06E+00,5.15E+00,,,,,,,,,,,,
4.81,0,2.18E+00,5.19E+00,,,,,,,,,,,,
4.815,0,2.20E+00,5.22E+00,,,,,,,,,,,,
4.82,0,2.24E+00,5.24E+00,,,,,,,,,,,,
4.825,0,2.25E+00,5.27E+00,,,,,,,,,,,,
4.83,0,2.27E+00,5.30E+00,,,,,,,,,,,,
4.835,0,2.32E+00,5.33E+00,,,,,,,,,,,,
4.84,0,2.33E+00,5.36E+00,,,,,,,,,,,,
4.845,0,2.29E+00,5.39E+00,,,,,,,,,,,,
4.85,0,2.30E+00,5.42E+00,,,,,,,,,,,,
4.855,0,2.27E+00,5.44E+00,,,,,,,,,,,,
4.86,0,2.29E+00,5.47E+00,,,,,,,,,,,,
4.865,0,2.30E+00,5.50E+00,,,,,,,,,,,,
4.87,0,2.28E+00,5.53E+00,,,,,,,,,,,,
4.875,0,2.29E+00,5.56E+00,,,,,,,,,,,,
4.88,0,2.35E+00,5.59E+00,,,,,,,,,,,,
4.885,0,2.38E+00,5.62E+00,,,,,,,,,,,,
4.89,0,2.40E+00,5.65E+00,,,,,,,,,,,,
4.895,0,2.41E+00,5.68E+00,,,,,,,,,,,,
4.9,0,2.46E+00,5.71E+00,,,,,,,,,,,,
4.905,0,2.53E+00,5.74E+00,,,,,,,,,,,,
4.91,0,2.53E+00,5.77E+00,,,,,,,,,,,,
4.915,0,2.62E+00,5.80E+00,,,,,,,,,,,,
4.92,0,2.65E+00,5.83E+00,,,,,,,,,,,,
4.925,0,2.67E+00,5.86E+00,,,,,,,,,,,,
4.93,0,2.84E+00,5.90E+00,,,,,,,,,,,,
4.935,0,2.87E+00,5.93E+00,,,,,,,,,,,,
4.94,0,2.98E+00,5.96E+00,,,,,,,,,,,,
4.945,0,3.00E+00,5.99E+00,,,,,,,,,,,,
4.95,0,3.05E+00,6.03E+00,,,,,,,,,,,,
4.955,0,3.15E+00,6.06E+00,,,,,,,,,,,,
4.96,0,3.16E+00,6.09E+00,,,,,,,,,,,,
4.965,0,3.18E+00,6.12E+00,,,,,,,,,,,,
4.97,0,3.18E+00,6.15E+00,,,,,,,,,,,,
4.975,0,3.23E+00,6.18E+00,,,,,,,,,,,,
4.98,0,3.31E+00,6.21E+00,,,,,,,,,,,,
4.985,0,3.32E+00,6.25E+00,,,,,,,,,,,,
4.99,0,3.43E+00,6.28E+00,,,,,,,,,,,,
4.995,0,3.43E+00,6.31E+00,,,,,,,,,,,,
5,0,3.49E+00,6.34E+00,,,,,,,,,,,,
